"Participant","Recruitment","Experiment_StartDate","Experiment_Duration","Browser_Version","Mobile","Platform","Screen_Width","Screen_Height","Prolific_ID","Gender","Age","Education","Discipline","Student","Ethnicity","pcs_handslow","pcs_magnetichands","pcs_mosquito","pcs_tastesweet","pcs_tastesour","pcs_armrigidity","pcs_armimmobile","pcs_music","pcs_negativehallucination","pcs_urgepress","pcs_memorypress","pcs_amnesia","pcs_yellowball","pcs_redball","pcs_greenball","pcs_blueball","pcs_purpleball","pcs_orangeball","pcs_noballs","pcs_amnesia_w","pcs_remember_w","pcs_hello","pcs_press","pid_Dis1","pid_Dis2","pid_Dis3","pid_Dis5","pid_Dis6","pid_Det4","pid_Det13","pid_Det14","pid_Det16","pid_Det18","pid_Psy7","pid_Psy12","pid_Psy21","pid_Psy23","pid_Psy24","pid_NegAff8","pid_NegAff9","pid_NegAff10","pid_NegAff11","pid_NegAff15","pid_Ant17","pid_Ant19","pid_Ant20","pid_Ant22","pid_Ant25","ipip_Cons3","ipip_Cons10","ipip_Cons11_R","ipip_Cons22_R","ipip_Ext1","ipip_Ext7_R","ipip_Ext19_R","ipip_Ext23","ipip_Agr2","ipip_Agr8_R","ipip_Agr14","ipip_Agr20_R","ipip_HonHum6_R","ipip_HonHum12_R","ipip_HonHum18_R","ipip_HonHum24_R","ipip_Neuro4","ipip_Neuro15_R","ipip_Neuro16","ipip_Neuro17_R","ipip_Open5","ipip_Open9_R","ipip_Open13_R","ipip_Open21_R"
"S146",NA,2026-04-04 13:42:14,61.7976833333333,"chrome 146.0.0","false","Windows 10",1920,991,"672541915a9a5ac8b878a28e","Male",22,"Bachelor","Business, Economics",TRUE,"Black",4,2,1,1,2,4,2,0,0,5,4,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0.5,0.5,1,1,0,1,0.5,1,2,0.5,0.5,0.5,1,0,0,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,4,5,3,4,3,5,6,3,5,5,6,4,6,6,5,5,3,5,5,5,6,2,6,2
"S147",NA,2026-04-04 13:42:24,37.6839833333333,"chrome 145.0.0","false","Windows 10",1536,735,"63d7c110ae88487271c4bfd1","Male",35,"Bachelor","Arts and Humanities",FALSE,"White",3,1,1,3,2,4,3,0,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I have been asked to experience different things, like making my arm feel heavy or hearing sounds","I had the coloured ball game as well to remember, as well as a mosquito.","Hello",6,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,1,1,0,0,0.5,0,0,0,3,4,4,2,4,2,3,4,7,2,6,1,1,3,1,1,1,4,2,2,6,1,1,1
"S148",NA,2026-04-04 13:45:27,49.5011666666667,"chrome 146.0.0","false","Windows 10",1920,911,"59a7cfeb7ff2320001ec59d9","Female",56,"Bachelor","Biology, Chemistry, Physics",FALSE,"Mixed",3,4,2,1,3,5,5,0,0,1,2,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I can't remember anything apart from seeing headphones on the screen and a man talking and three balls.","Press the space bar six times and I remember the words please wait on the screen. I therefore did not press the spacebar as I was confused.","Hello",0,0,0.5,0,0,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,0.5,1,0,0,0.5,0,0,5,6,1,2,1,6,6,1,4,5,1,3,2,4,6,5,5,4,5,5,4,3,4,3
"S149",NA,2026-04-04 13:46:55,52.62975,"chrome 146.0.0","false","Windows 10",1536,742,"697cbad7849402bb0a689ecc","Male",32,"Master","Engineering, Computer Science",TRUE,"Black",3,4,4,4,4,4,3,0,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I was told to press the shift bar six times once I hear 'please wait'","Hello",6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.5,0,0,6,6,1,2,2,6,6,5,7,1,7,1,1,6,3,5,1,7,1,1,7,1,1,1
"S150",NA,2026-04-04 14:00:26,47.5516166666667,"chrome 146.0.0","false","Windows 10",1600,773,"5f84e472052cf81ae5752252","Female",35,"Master","Psychology, Neuroscience",TRUE,"White",3,2,1,4,2,4,4,0,0,5,1,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"hold up right arm with palm up, imagine holding something heavy and arm being forced down.hearing a mosquito buzzing that then lands on you.walking down stairs slowlyhands becoming heavy in lapseeing coloured balls","holding arm stiffholding arm with heavy weight in handsseeing coloured ballshearing mosquitoheavy hands in lap","Hello",6,0,0,0,0,0,0,2,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,4,5,1,2,1,4,7,1,6,2,5,1,1,2,1,2,1,7,1,7,5,1,1,1
"S151",NA,2026-04-04 14:30:29,48.4874666666667,"chrome 146.0.0","false","Windows 10",1707,945,"6978c4474a942ca6d266d49b","Female",30,"High school",NA,FALSE,"White",4,2,1,3,1,2,2,0,0,1,3,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I have been asked to close my eyes and sometimes rasie my arm, or think if a taste is within my mouth. Another one was to look at the colour of balls on the screen","To raise my arm up. Tasting things in my mouth. Looking at colour balls","Thank You",0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0.5,1,0,0,0.5,0,1,0.5,0,0,3,4,2,5,3,2,1,7,5,3,5,1,1,5,1,5,1,4,3,1,5,1,2,2
"S152",NA,2026-04-04 14:35:32,39.3649833333333,"chrome 146.0.0","false","Mac OS",1176,861,"6352fb64b16cb5ae7fa86ae7","Female",37,"Doctorate","Psychology, Neuroscience",TRUE,"White",2,3,1,0,0,2,2,0,0,0,4,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifting my arms or that they feel stiff and unmovable or heavy. Tasting a sour taste. Hearing happy birthday. Seeing two balls. Feeling a mosquito.","Nothing else remembered","Hello",0,0,0,0.5,0,0,0.5,0,1,0,1,0,0,0,0.5,0,0.5,0,0,0.5,0.5,1,0,0.5,0.5,0.5,6,6,1,1,1,7,6,1,4,3,2,4,1,3,2,3,1,5,2,5,2,6,5,5
"S153",NA,2026-04-04 14:43:22,59.8175833333333,"chrome 146.0.0","false","Windows 10",1358,682,"679153802a458f825959cf4a","Male",46,"Bachelor","Engineering, Computer Science",TRUE,"Black",4,4,2,3,4,4,3,2,0,4,2,1,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,"Hello",6,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,6,6,3,3,4,4,5,4,6,5,5,3,3,5,6,6,4,4,4,4,6,2,2,2
"S154",NA,2026-04-04 14:46:03,45.3853166666667,"chrome 146.0.0","false","Windows 10",1366,599,"5bb7abf3c190e20001e5c2c8","Male",70,"Master","Business, Economics",FALSE,"White",3,2,0,0,0,1,0,0,0,4,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Holding out hands/arms  Listening to music (couldn't hear anything) Looking at 3 balls on the screen","Feeling heavy hands/arms, hands being attracted to each other","Hello",6,0,0,0,0,2,0,0,0,1,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0.5,2,0.5,0.5,0,0,6,6,2,2,3,4,4,4,6,2,6,2,1,1,1,4,1,7,2,7,7,1,1,2
"S155",NA,2026-04-04 14:53:51,54.6933333333333,"chrome 146.0.0","false","Windows 10",1280,551,"65c8d70512b2fc050e53d0d1","Female",29,"Doctorate","Medicine",FALSE,"Black",3,1,4,2,4,0,3,2,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Imagine heaviness in my left and right handImagine a mosquito landing on my right hand and me brushing it offImagine a sweet taste in my mouth then a sour tasteImagine my right arm going stiffImagine 2 balls but when I opened my eyes there was 3Imagine the Happy Birthday song playing and increasing in volume","Do not press the space bar 6 times until you are told to rememberThe ball task?","Hello",0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0.5,5,7,1,1,1,7,7,1,7,1,7,4,1,1,3,5,1,7,1,7,1,2,7,4
"S156",NA,2026-04-04 15:13:46,45.42035,"chrome 146.0.0","false","Windows 10",1536,791,"582f8bbd4cadc80001b0fbd3","Male",45,"High school",NA,FALSE,"White",5,3,5,5,3,4,4,3,5,4,2,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"i had to hold my arm out while holding 2 balls a green and a blue ball, while someone was singing  to me","i had to hold my right arm out while imagining a heavy object is holding it down,i listened to someone singing happy birthday to me getting louder and louder","Hello",6,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0,1,1,0.5,1,0.5,0,0.5,0.5,0,0,5,6,3,2,3,4,5,2,6,2,6,2,3,3,5,6,3,4,5,5,4,3,4,6
"S157",NA,2026-04-04 15:17:09,38.91885,"edge-chromium 146.0.0","false","Windows 10",1528,732,"604d5e61486bd0622d2102c0","Female",26,"High school",NA,FALSE,"White",5,3,4,1,2,5,2,0,0,3,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to listen out for happy birthday music, I felt my arm getting heavier, I held my arms out to each other, my left hand got heavier, my right arm got stiff","Press the space bar 6 times, stiff arm, heavy arm, heavy hand, force pulling my hands together, happy birthday music","Hello",0,1,1,1,1,1,1,0,0,0,0.5,1,0,2,1,0,2,2,2,0,1,0,1,0,0,0,4,7,3,2,1,3,7,1,7,1,7,1,1,1,1,3,4,1,7,2,1,1,1,1
"S158",NA,2026-04-04 15:17:45,46.19725,"chrome 145.0.0","false","Windows 10",1526,686,"6933079b2f2617be7f17326a","Male",28,"Bachelor","Information Systems",TRUE,"Black",3,5,0,0,0,4,0,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Feeling my right arm was stiffIdentifying the colors of the balls on the screenImagining that my right arm is heavyImagining that a mosquito was buzzing around and landing on my right handImagining listening to a happy birthday song playing","Hello",6,0,0,1,0.5,0,0,1,0,1,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,1,0,0,0,0,0,4,6,3,3,6,6,6,1,6,3,5,3,2,5,3,1,4,6,4,3,4,3,4,5
"S159",NA,2026-04-04 15:18:02,54.69215,"chrome 146.0.0","false","Mac OS",1440,789,"6669a246dfb38c3a932fa302","Male",20,"High school",NA,TRUE,"Southeast Asian",4,2,3,1,1,3,4,3,3,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"I was told to lift my right arm up, palm side up, pretend my left arm was being dragged down","He said ""Listen carefully to my words, now you can remember everything""","Hello",0,1,0.5,2,1,0.5,0.5,0.5,1,0.5,1,0.5,0,1,1,0.5,1,0.5,2,0.5,1,1,0.5,0.5,0.5,1,6,6,5,5,7,4,5,4,3,5,4,3,5,6,5,4,4,5,2,3,5,5,6,5
"S160",NA,2026-04-04 15:35:53,45.4993333333333,"chrome 146.0.0","false","Windows 10",1360,633,"659583e0d5fab84895bfac7c","Male",44,"High school",NA,FALSE,"White",3,4,1,0,0,2,0,0,0,5,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"I remember raising my right hand and it feeling heavy, i remember walking down the stairs 17 steps","Hello",0,0.5,0.5,0,0.5,0.5,0,1,0.5,2,0,0.5,0,2,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0.5,6,4,2,4,4,2,5,5,6,5,7,2,1,2,1,3,2,6,2,3,5,2,2,2
"S161",NA,2026-04-04 15:49:07,52.62305,"chrome 146.0.0","false","Windows 10",1280,585,"66019f5e10adbe524f2a844a","Female",51,"High school",NA,FALSE,"White",4,3,3,2,4,4,5,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"i lifted my right arm up, i had to  go down some steps, my left hand was very heavy, i had to name the colour of some balls, i had to tell if i could hear happy birthday to you","i have said it all in the previous task","Hello",6,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,4,5,3,2,2,4,4,1,5,3,4,4,2,3,6,5,2,6,2,4,2,4,6,5
"S162",NA,2026-04-04 15:50:39,53.58525,"safari 26.3.0","false","Mac OS",1048,691,"691773bb2710f60f1cdfb3a2","Female",33,"Bachelor","Biology, Chemistry, Physics",FALSE,"White",2,3,1,1,3,3,3,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to choose what colour balls I seen","I had to press the space bar 6 times","Hello",6,0,2,2,0,0,2,0,1,2,1,2,1,2,2,2,2,2,2,2,2,0,0.5,2,0,0,1,7,6,7,1,7,7,1,7,7,7,7,1,7,3,7,7,1,7,7,7,7,7,7
"S163",NA,2026-04-04 15:56:44,48.6581666666667,"chrome 146.0.0","false","Mac OS",1470,831,"57c357770e6a1f00015f6038","Female",46,"Master","Arts and Humanities",FALSE,"White",4,3,3,0,0,4,3,0,0,3,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifted hands, felt heavyness. Listened to happy birthday. Thought about two balls.","Felt forces between hands. Imagined tastes of sweet and bitter.","Hello",6,0.5,1,0.5,0.5,0.5,0,0.5,1,1,2,2,0,2,2,1,0,0.5,1,1,1,0,0.5,0.5,0,0.5,3,7,3,6,3,5,6,3,6,4,3,5,3,3,1,3,3,6,3,7,7,1,1,1
"S164",NA,2026-04-04 16:00:59,44.7550833333333,"edge-chromium 146.0.0","false","Windows 10",1528,698,"62fb8ef806ee6962abefc45e","Female",42,"High school",NA,FALSE,"White",4,4,3,0,0,2,3,0,0,5,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Close eyes and hold right hand out palm up, imagine holding a heavy object.Hold both hands out palms facing each other, imagine being pushed to together.Imagine left hand in lap getting very heave and trying to lift it.Listen to happy birthday.Close eyes then open them and look at colours of balls on screen.","I think I already remember as much as I was going to.","Hello",6,0,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,2,1,0.5,0.5,0.5,0,0,0,0,0,5,6,4,6,1,4,6,1,7,2,7,4,1,1,1,2,3,3,4,5,5,4,2,4
"S165",NA,2026-04-04 16:11:17,44.5385833333333,"edge-chromium 146.0.0","false","Windows 10",1528,779,"680e1b9a36b987121bbc9c9a","Female",51,"Bachelor","Arts and Humanities",FALSE,"White",5,4,0,2,3,2,1,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Trying to hear happy birthday, looking at 3 balls, heavy left hand, stiff right arm, holding a heavy weight, both arms out palms facing and drawn towards each other, walking down 20 steps","nothing new","Thank You",6,0,0,0,0,0,1,1,2,2,0.5,1,0,0,0,0,1,0.5,0,0,1,0,0,0,0,0,2,5,3,2,1,7,6,1,5,4,4,4,1,2,1,4,2,5,4,3,6,2,1,2
"S166",NA,2026-04-04 16:18:11,45.4835333333333,"chrome 146.0.0","false","Windows 10",1536,730,"6980b2c56c6302f858ff3f29","Male",32,"Master","Finance",FALSE,"White",5,3,2,2,4,3,4,1,0,4,2,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifting right hand upward feeling it get heavy, 3 balls exercise, hands pulling together exercise","I also remember the rigid stiff left arm exercise now.","Hello",6,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,1,1,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,4,5,1,3,6,2,5,7,6,1,7,1,1,3,5,5,2,5,2,6,3,2,5,4
"S167",NA,2026-04-04 16:25:59,48.7029333333333,"chrome 146.0.0","false","Windows 10",1247,958,"641384b3dffcf39ec42d3c23","Male",50,"Bachelor","Engineering, Computer Science",FALSE,"White",3,2,3,3,2,4,2,0,0,0,5,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"nothing extra","Hello",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1,6,6,1,1,2,2,4,3,5,1,4,1,1,1,1,4,1,7,1,7,5,1,1,1
"S168",NA,2026-04-04 16:33:17,47.4950166666667,"chrome 146.0.0","false","Windows 10",1366,633,"573dbfc9cc30e7000dc57410","Female",61,"Bachelor","Business, Economics",FALSE,"White",2,3,1,0,0,3,1,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was asked to hold out my right hand with the palm up and then told that my arm was getting heavier.I was asked to listen for happy birthday music and raise my hand if I heard itI was asked to keep my hands raised and apart with palms together and told they were getting closerI was asked to keep my left hand in my lap and it got heavier.","I remember being told to press the space bar 6 times, keeping my right arm up and told it was heavier, keeping my left hand in my lap and being told it was getting heavier, having my eyes closed and listening out for happy birthday, keeping my hands apart and told they were drawing together,","Hello",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,6,6,2,1,5,1,1,7,7,1,7,1,1,3,2,2,1,7,1,7,5,5,2,4
"S169",NA,2026-04-04 16:43:58,67.1227666666667,"chrome 142.0.0","false","Windows 10",1366,633,"672c99775b51436252e1b231","Male",38,"Master","Engineering, Computer Science",FALSE,"Black",4,3,4,4,3,4,4,2,0,4,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"i was asked to remember the words, and press space bar after few times","Hello",6,0,0.5,0.5,0,0.5,0,0.5,0,0,1,0.5,0,0,0,0.5,0.5,1,0,0.5,0,0,0.5,0.5,0,0,5,4,2,2,5,6,5,5,5,2,6,2,5,5,5,5,2,6,1,6,4,2,1,4
"S170",NA,2026-04-04 17:00:56,47.4303,"chrome 146.0.0","false","Windows 10",1536,730,"5c5ca0ce4ee81200018eaf51","Female",56,"Elementary school",NA,FALSE,"White",4,5,3,3,5,3,5,0,0,5,1,3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"hand magnets, coloured balls","Bowling ball in hand, stiff arm, heavy left hand, sweet and sour, happy birthday, coloured balls, tap 6 times","Hello",6,1,1,0.5,0.5,1,1,0,1,1,0,0,0,0,2,1,0.5,0,0,0.5,0,0,0,0,0.5,0,1,6,5,5,2,2,5,1,5,2,6,3,2,1,1,1,2,4,3,7,6,2,2,1
"S171",NA,2026-04-04 17:03:27,56.3001,"chrome 146.0.0","false","Linux",1597,775,"63fbf0e3b18cc14adc0dbfb6","Male",56,"Bachelor","Sports science and physiotherapy",FALSE,"White",4,3,3,1,2,4,2,1,0,4,1,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",6,0.5,0,0.5,0.5,0.5,1,2,1,1,0,1,0.5,1,0,1,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,1,4,5,2,4,3,5,5,3,5,4,6,4,2,4,5,5,2,5,3,5,7,2,1,2
"S172",NA,2026-04-04 17:15:53,45.0428333333333,"edge-chromium 146.0.0","false","Windows 10",1272,554,"67dc7c814cd5af9421e0476a","Female",58,"High school",NA,FALSE,"White",3,2,0,0,0,3,1,0,0,5,0,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Press 6 times on space bar but not until told to so did not press themfelt right hand and arm heavy as if holding a bowling ball and lowering it did not taste sweetness or sour lemon in my mouth","Hello",0,0,0.5,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,0,0.5,0,0,5,5,2,6,3,1,5,5,7,1,7,1,2,4,1,2,1,3,3,2,4,5,4,5
"S173",NA,2026-04-04 17:24:11,51.0735,"chrome 93.0.4577","false","Chrome OS",1366,649,"673cb9982a6c1109eecae9ed","Female",37,"High school",NA,FALSE,"White",3,1,0,2,2,3,0,0,0,5,5,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Lifted arm and imagined holding something heavyPut both arms out and imagined an inward pullImagined a sweet and then a sour taste in my mouthListened out for Happy Birthday to playTold to imagine 2 balls on the screen and opened my eyes to find 3 ballsImagined right arm feeling stiff while holding it outImagined left hand feeling heavyImagined a mosquito buzzing and landing on my right hand","I don't think I left out anything previously but now there was a further instruction to press the space key 6 times when I saw please wait on the screen, I was told to forget that but also I felt a strong urge to press it","Hello",6,1,1,1,1,1,1,0.5,0,0.5,1,1,0,1,0,0.5,2,1,2,0.5,1,0.5,0.5,0,0.5,0.5,5,4,5,5,2,3,5,3,6,2,6,1,2,2,3,5,5,4,6,1,5,3,2,4
"S174",NA,2026-04-04 18:04:27,47.0238166666667,"chrome 146.0.0","false","Windows 10",1920,957,"605996d037bce4fb5488a375","Female",31,"Bachelor","Engineering, Computer Science",FALSE,"Black",5,4,5,2,5,5,5,0,5,5,3,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I was going through an exercise of doing activities while my eyes were closed","Did an exercise of raising my right arm and laying my hand upwards on my shoulder, which I had forgotten","Hello",6,0,0,0,0,0,0,1,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,7,7,1,1,7,1,1,7,7,5,6,1,1,7,6,6,1,7,1,1,1,1,7,1
"S175",NA,2026-04-04 18:44:35,52.4494,"chrome 146.0.0","false","Windows 10",1536,730,"663cb3f963f10f08d2380e65","Female",19,"High school",NA,TRUE,"Black",5,4,3,3,4,4,3,2,0,5,0,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I had to put my arm in front of me and feel it get pushed down, feel it get heavier, feel  a mosquito, imagine going down some stairs, feel my arm get heavy on my lap","I had to hold out both hands in front of me and feel a force between them, taste sweet and sour in my mouth","Hello",6,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,5,5,1,7,3,3,4,4,6,2,5,2,1,5,3,4,1,4,1,3,4,2,3,1
"S176",NA,2026-04-04 21:37:51,45.5981833333333,"chrome 146.0.0","false","Windows 10",1601,747,"69728bcfd6bfbb4cc42f3f3a","Other",38,"Bachelor","Engineering, Computer Science",FALSE,"White",1,1,3,4,4,4,1,0,0,3,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"coloured balls, heavy hand, happy birthday","space bar 6 times?","Hello",6,0,0.5,0,1,0.5,1,2,1,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0,1,0,1,0,0.5,1,0.5,1,4,4,5,1,7,5,1,2,4,3,5,2,3,2,2,3,3,5,2,7,1,1,2
"S177",NA,2026-04-04 22:40:51,56.0403166666667,"chrome 146.0.0","false","Windows 10",1920,919,"63e59ee5226fa6bbe1be8ecf","Male",21,"High school",NA,FALSE,"White",4,4,3,3,4,4,3,0,0,5,1,1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"I was asked to imagine going down stairs.I was asked to imagine a sweet tasteI was asked to imagine a sour tasteI was asked to imagine a force pulling down on my handI was asked to imagine my two palms being pulled towards each otherI was asked to listen to the happy birthday song at different sound levels","I remember being asked to looks at 2 different balls and remember the colours","Hello",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,6,6,1,1,6,2,2,6,7,1,7,1,1,4,5,6,1,6,2,6,6,1,1,1
"S178",NA,2026-04-04 23:33:26,44.7140166666667,"chrome 146.0.0","false","Mac OS",1440,812,"697331a8d2ec33400d2d57f1","Male",34,"Bachelor","Medicine",FALSE,"Black",4,4,0,1,0,2,1,0,0,5,0,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Keeping arm and hand up and imagining if you are holding a heavy object. Imagining that mosquito is biting you . Imahining that you are seeing 3 balls","I was asked to listen to happy birthday song , I was asked to wait and press the space bar 6 times","Hello",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,6,2,2,1,2,3,5,4,6,2,5,2,2,6,5,7,1,4,3,4,4,2,1,2
"S179",NA,2026-04-05 00:27:21,58.7022666666667,"chrome 146.0.0","false","Windows 10",2048,991,"657eff8c13ec3b61c3fabb3a","Male",31,"Master","Medicine",TRUE,"Black",5,5,0,0,1,5,2,0,0,1,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"Hello",5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,7,7,1,1,4,4,3,5,6,2,4,4,1,7,7,6,1,6,2,7,7,1,1,7
"S180",NA,2026-04-05 04:51:05,48.2321,"chrome 146.0.0","false","Windows 10",1920,911,"66125c309e5fdbc4ec2f52ba","Male",42,"Bachelor","Engineering, Computer Science",FALSE,"White",4,4,3,2,2,4,5,0,0,5,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"lifting my arms and feeling heavy, magnetically pulling my arms, tasting things","ball hallucination, heavy left hand, pressing space bar rapidly","Hello",6,0,0.5,0,1,0,2,2,1,1,1,0,0,0,0.5,0,2,0.5,0.5,1,0,0,0,0,0,0,5,7,2,1,1,6,7,1,7,2,7,2,4,5,1,1,2,5,5,1,6,1,1,7
"S181",NA,2026-04-05 07:30:41,48.0807,"chrome 146.0.0","false","Windows 10",1920,911,"5a53d878acc75b000179e52e","Male",46,"Bachelor","Arts and Humanities",FALSE,"White",1,0,0,3,2,2,0,0,0,0,4,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"I was asked to imagine things and then was show 3 balls","nothing","Hello",0,0,0,0,0,0.5,1,0.5,0.5,0.5,1,0.5,0,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0,3,1,1,6,1,7,7,1,7,7,5,4,1,4,1,1,1,7,1,5,1,1,1,1
"S182",NA,2026-04-05 07:33:26,43.0265,"chrome 146.0.0","false","Windows 10",1536,643,"69416d24e3dadef069de4f83","Female",37,"Master","Political Science, Law",TRUE,"White",4,3,5,3,4,3,5,0,0,5,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i put my hand out in front of me and felt like i had something heavy in it. I put both hands in front of me and imagined them coming together. I saw three different color balls. I imagined something sweet in my mouth that turned sour.","I remember everything","Hello",6,0,0,0,0.5,1,2,0,0,0.5,1,0,0,0,0,0,2,2,1,0.5,1,0,0.5,1,0,0,2,7,7,5,1,6,7,1,7,1,7,2,2,5,2,4,6,2,7,1,2,6,6,7
"S183",NA,2026-04-05 07:35:14,43.4928833333333,"chrome 146.0.0","false","Mac OS",2240,1038,"60f2a2b4932fed5326988e0f","Male",33,"High school",NA,FALSE,"White",2,2,1,2,3,3,1,0,0,3,0,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,"Nothing that I did not list previously","Hello",6,0.5,0.5,0.5,1,2,0,0.5,0.5,1,0.5,1,0,1,0,0,0,0.5,0,1,0.5,0,0,0,1,1,6,6,5,3,1,7,7,1,5,4,3,4,1,1,1,1,4,6,3,7,4,4,4,1
"S184",NA,2026-04-05 07:37:24,64.1825333333333,"chrome 146.0.0","false","Mac OS",1710,985,"69cbebe55ac317a9b93f3c6a","Female",54,"Master","Arts and Humanities",FALSE,"White",5,4,4,3,5,5,4,0,0,3,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"i was to to try to forget everything that happened and everything I felt since i was first asked to close my eyes.  then i was going to be asked to remember everything when i opened my eyes.","i do not eally remember anything else that i did not remember previously.","Hello",0,0,1,0,0,0.5,0.5,1,0,1,0,0.5,0,0.5,0,0,1,1,1,0.5,0,0,1,0.5,1,0.5,3,6,2,4,5,2,2,5,6,2,5,1,5,5,6,5,2,5,3,3,6,4,2,4
